y,m,d,T(ºC),P(mm/d),PET(mm/d),qout(mm/d)
2002,10,6,3.55,0,13.12,1.25
2002,10,7,1.43,0,13.29,1.23
2002,10,8,2.58,0,13.45,1.25
2002,10,9,1.81,1,13.61,1.25
2002,10,10,2.35,0,13.77,1.26
2002,10,11,1.74,0,13.93,1.24
2002,10,12,6.31,6,14.08,1.53
2002,10,13,7.94,0,14.24,1.94
2002,10,14,6.01,0,14.39,2.26
2002,10,15,6.53,0,14.55,2.57
2002,10,16,5.84,0,14.7,2.85
2002,10,17,5.39,0,14.85,3.06
2002,10,18,6.53,0,15,3.33
2002,10,19,5.39,0,15.15,3.53
2002,10,20,-1.34,0,15.29,3.28
2002,10,21,3.78,0,15.44,3.19
2002,10,22,5.72,0,15.58,3.31
2002,10,23,1.87,0,15.72,3.2
2002,10,24,3.46,0,15.86,3.12
2002,10,25,4.36,0,16,3.13
2002,10,26,1.04,0,16.14,2.95
2002,10,27,4.25,0,16.27,2.9
2002,10,28,1.6,0,16.41,2.76
2002,10,29,4.04,0,16.54,2.71
2002,10,30,6.04,0,16.67,2.81
2002,10,31,7.53,0,16.79,3.04
2002,11,1,7.76,0,16.92,3.34
2002,11,2,3.71,0,17.04,3.39
2002,11,3,5.08,0,17.16,3.45
2002,11,4,4.77,0,17.28,3.51
2002,11,5,5.59,0,17.4,3.6
2002,11,6,6.1,0,17.51,3.74
2002,11,7,5.36,0,17.62,3.83
2002,11,8,3.17,1.3,17.73,3.79
2002,11,9,0.41,0.3,17.84,3.5
2002,11,10,2.31,0.5,17.95,3.3
2002,11,11,5.69,0,18.05,3.31
2002,11,12,7.54,0,18.15,3.49
2002,11,13,8.02,0,18.25,3.75
2002,11,14,8.73,0,18.34,4.1
2002,11,15,10.51,0,18.44,4.6
2002,11,16,10.71,0,18.53,5.2
2002,11,17,8.24,0,18.62,5.61
2002,11,18,8.75,0,18.7,5.98
2002,11,19,8.04,0,18.79,6.27
2002,11,20,7.67,0,18.87,6.49
2002,11,21,8.72,0,18.94,6.76
2002,11,22,11.73,0,19.02,6.96
2002,11,23,12.62,0,19.09,6.45
2002,11,24,9.16,0,19.16,5.8
2002,11,25,9.59,0,19.23,5.21
2002,11,26,11.61,0,19.3,4.69
2002,11,27,10.72,0,19.36,4.21
2002,11,28,9.63,0,19.42,3.78
2002,11,29,10.08,0,19.47,3.4
2002,11,30,8.4,0,19.53,3.05
2002,12,1,7.03,0,19.58,2.74
2002,12,2,8.91,0,19.63,2.46
2002,12,3,7.93,0,19.67,2.21
2002,12,4,8.4,0,19.71,1.98
2002,12,5,10.77,0,19.75,1.78
2002,12,6,11.72,0,19.79,1.59
2002,12,7,9.85,0,19.82,1.43
2002,12,8,4.97,0,19.85,1.28
2002,12,9,1.47,0,19.88,1.15
2002,12,10,10.1,0,19.91,1.03
2002,12,11,10.77,0,19.93,0.92
2002,12,12,12.67,0,19.95,0.84
2002,12,13,12.6,0,19.96,0.78
2002,12,14,12.33,0,19.98,0.74
2002,12,15,9.46,0,19.99,0.7
2002,12,16,9.51,0,19.99,0.67
2002,12,17,12.33,0,20,0.63
2002,12,18,10.52,0,20,0.6
2002,12,19,9.02,0,20,0.56
2002,12,20,9.44,0,19.99,0.53
2002,12,21,9.95,0,19.99,0.5
2002,12,22,8.14,0,19.98,0.48
2002,12,23,6.53,0,19.96,0.45
2002,12,24,9.35,0,19.95,0.42
2002,12,25,11.99,0,19.93,0.4
2002,12,26,13.23,0,19.91,0.38
2002,12,27,12.92,0,19.88,0.36
2002,12,28,12.99,0,19.85,0.34
2002,12,29,12.5,0,19.82,0.32
2002,12,30,12.35,0,19.79,0.3
2002,12,31,12.94,0,19.75,0.28
2003,1,1,11.91,0,19.71,0.27
2003,1,2,12.17,0,19.67,0.25
2003,1,3,11.69,0,19.63,0.23
2003,1,4,11.45,0,19.58,0.22
2003,1,5,11.59,0,19.53,0.21
2003,1,6,13.85,0,19.47,0.19
2003,1,7,13.7,0,19.42,0.18
2003,1,8,13.49,0,19.36,0.17
2003,1,9,13,0,19.3,0.16
2003,1,10,12.9,0,19.23,0.15
2003,1,11,12.07,0,19.16,0.14
2003,1,12,13.14,0,19.09,0.13
2003,1,13,12.59,0,19.02,0.12
2003,1,14,12.73,0,18.94,0.11
2003,1,15,12.61,0,18.87,0.1
2003,1,16,12.96,0,18.79,0.1
2003,1,17,12.27,0,18.7,0.09
2003,1,18,11.65,0,18.62,0.08
2003,1,19,11.27,0,18.53,0.08
2003,1,20,8.71,0,18.44,0.07
2003,1,21,7.32,0,18.34,0.06
2003,1,22,2.29,0,18.25,0.06
2003,1,23,5.89,0,18.15,0.05
2003,1,24,12.49,0,18.05,0.05
2003,1,25,14.59,0,17.95,0.05
2003,1,26,14.86,0,17.84,0.05
2003,1,27,14.97,0,17.73,0.05
2003,1,28,15.56,0,17.62,0.05
2003,1,29,16.21,0,17.51,0.05
2003,1,30,16.06,0,17.4,0.05
2003,1,31,14.19,0,17.28,0.05
2003,2,1,14.06,0,17.16,0.05
2003,2,2,13.81,0,17.04,0.05
2003,2,3,13.81,0,16.92,0.05
2003,2,4,13.82,0,16.79,0.05
2003,2,5,14.84,0,16.67,0.05
2003,2,6,14.15,0,16.54,0.05
2003,2,7,12.86,0,16.41,0.05
2003,2,8,13.26,0,16.27,0.05
2003,2,9,13.13,0,16.14,0.05
2003,2,10,12.48,0,16,0.05
2003,2,11,12.1,0,15.86,0.05
2003,2,12,12.22,0,15.72,0.05
2003,2,13,14.79,0,15.58,0.05
2003,2,14,13.98,0,15.44,0.05
2003,2,15,11.2,0,15.29,0.05
2003,2,16,9.91,0,15.15,0.05
2003,2,17,9.99,0,15,0.05
2003,2,18,9,0,14.85,0.05
2003,2,19,7.4,0,14.7,0.05
2003,2,20,4.41,0,14.55,0.05
2003,2,21,7.87,0,14.39,0.05
2003,2,22,9.95,0,14.24,0.05
2003,2,23,12.59,0,14.08,0.05
2003,2,24,14.49,0,13.93,0.05
2003,2,25,14.44,0,13.77,0.05
2003,2,26,13.66,0,13.61,0.05
2003,2,27,13.89,0,13.45,0.05
2003,2,28,12.07,0,13.29,0.05
2003,3,1,11.18,0,13.12,0.05
2003,3,2,11.96,0,12.96,0.05
2003,3,3,12.26,0,12.79,0.05
2003,3,4,12.56,0,12.63,0.05
2003,3,5,6.76,0,12.46,0.05
2003,3,6,10.46,0,12.3,0.05
2003,3,7,11.4,0,12.13,0.05
2003,3,8,11.02,0,11.96,0.05
2003,3,9,11.51,0,11.79,0.05
2003,3,10,7.39,0,11.62,0.05
2003,3,11,14.16,0,11.45,0.05
2003,3,12,11.63,0,11.28,0.05
2003,3,13,10.9,0,11.11,0.05
2003,3,14,12.69,0,10.94,0.05
2003,3,15,11.14,0,10.77,0.05
2003,3,16,10.08,0,10.6,0.05
2003,3,17,13.39,0,10.43,0.05
2003,3,18,12.21,0,10.26,0.05
2003,3,19,10.75,0,10.09,0.05
2003,3,20,11.53,0,9.91,0.05
2003,3,21,12.38,0,9.74,0.05
2003,3,22,11.4,0,9.57,0.05
2003,3,23,10.85,0,9.4,0.05
2003,3,24,11.12,0,9.23,0.05
2003,3,25,10.98,0,9.06,0.05
2003,3,26,11.85,0,8.89,0.05
2003,3,27,11.53,0,8.72,0.05
2003,3,28,11.89,0,8.55,0.05
2003,3,29,8.51,0,8.38,0.05
2003,3,30,7.63,0,8.21,0.05
2003,3,31,8.82,0,8.04,0.05
2003,4,1,10.38,0,7.87,0.04
2003,4,2,8.17,0,7.7,0.04
2003,4,3,7.16,0,7.54,0.04
2003,4,4,6.69,0,7.37,0.04
2003,4,5,7.2,0,7.21,0.04
2003,4,6,9.17,0,7.04,0.04
2003,4,7,10.08,0,6.88,0.04
2003,4,8,7.65,0,6.71,0.04
2003,4,9,7.93,0,6.55,0.04
2003,4,10,8.18,0,6.39,0.04
2003,4,11,8.31,0,6.23,0.04
2003,4,12,9.57,0,6.07,0.04
2003,4,13,11.09,0,5.92,0.04
2003,4,14,10.86,0,5.76,0.04
2003,4,15,10.75,0,5.61,0.04
2003,4,16,7.29,0,5.45,0.04
2003,4,17,3.92,0,5.3,0.04
2003,4,18,-0.69,0,5.15,0.04
2003,4,19,5.09,0,5,0.04
2003,4,20,6.46,0,4.85,0.04
2003,4,21,5.92,0,4.71,0.04
2003,4,22,7.91,0,4.56,0.04
2003,4,23,10.69,0,4.42,0.04
2003,4,24,9.19,0,4.28,0.04
2003,4,25,6.7,0,4.14,0.04
2003,4,26,5.16,0,4,0.04
2003,4,27,7.52,0,3.86,0.04
2003,4,28,6.34,0,3.73,0.04
2003,4,29,5.07,0,3.59,0.04
2003,4,30,5.99,0,3.46,0.04
2003,5,1,4.18,0,3.33,0.04
2003,5,2,4.47,0,3.21,0.04
2003,5,3,6.06,0,3.08,0.04
2003,5,4,5.76,0,2.96,0.04
2003,5,5,3.74,0,2.84,0.04
2003,5,6,4.45,0,2.72,0.04
2003,5,7,6.24,0,2.6,0.04
2003,5,8,6.78,0,2.49,0.04
2003,5,9,7.71,0,2.38,0.04
2003,5,10,7.21,0,2.27,0.04
2003,5,11,5.62,0,2.16,0.04
2003,5,12,6.49,0,2.05,0.04
2003,5,13,5.45,0,1.95,0.04
2003,5,14,6.77,0,1.85,0.04
2003,5,15,6.74,0,1.75,0.04
2003,5,16,5.62,0,1.66,0.04
2003,5,17,1.91,0,1.56,0.04
2003,5,18,0.79,0,1.47,0.04
2003,5,19,1.42,0,1.38,0.04
2003,5,20,-1.43,8,1.3,0.04
2003,5,21,-3.23,54,1.21,0.04
2003,5,22,-4.47,27,1.13,0.04
2003,5,23,-5.38,0,1.06,0.04
2003,5,24,-3.14,0,0.98,0.04
2003,5,25,-0.62,0,0.91,0.04
2003,5,26,-4.8,0,0.84,0.04
2003,5,27,-3.88,0,0.77,0.04
2003,5,28,-1.84,0,0.7,0.04
2003,5,29,0.8,0,0.64,0.04
2003,5,30,3.56,0,0.58,0.04
2003,5,31,5.12,0,0.53,0.04
2003,6,1,4.49,0,0.47,0.04
2003,6,2,0.19,0,0.42,0.1
2003,6,3,-5.28,1,0.37,0.1
2003,6,4,-2.73,0,0.33,0.09
2003,6,5,-0.03,46,0.29,0.09
2003,6,6,0.36,27,0.25,0.08
2003,6,7,-0.27,14,0.21,0.08
2003,6,8,-0.99,1,0.18,0.07
2003,6,9,-0.73,2,0.15,0.06
2003,6,10,-4.01,14,0.12,0.06
2003,6,11,-4.38,11,0.09,0.05
2003,6,12,-3.3,15,0.07,0.05
2003,6,13,-2.57,7,0.05,0.04
2003,6,14,-1.12,22,0.04,0.04
2003,6,15,-7.18,25,0.02,0.04
2003,6,16,-5.17,0,0.01,0.04
2003,6,17,-2.43,0,0.01,0.04
2003,6,18,-4.97,0,0,0.04
2003,6,19,1.83,0,0,0.04
2003,6,20,1.01,2,0,0.04
2003,6,21,-0.64,4,0.01,0.09
2003,6,22,3.74,0,0.01,0.09
2003,6,23,1.92,0,0.02,0.25
2003,6,24,1.52,0,0.04,0.3
2003,6,25,1.8,0,0.05,0.33
2003,6,26,3.64,0,0.07,0.46
2003,6,27,2.08,0,0.09,0.54
2003,6,28,1.91,0,0.12,0.6
2003,6,29,-0.69,0,0.15,0.54
2003,6,30,2.29,0,0.18,0.59
2003,7,1,-0.09,0,0.21,0.54
2003,7,2,1.27,0,0.25,0.54
2003,7,3,1.91,1,0.29,0.64
2003,7,4,-0.88,1,0.33,0.59
2003,7,5,-1.13,0,0.37,0.5
2003,7,6,-5.36,2,0.42,0.45
2003,7,7,-4.2,19,0.47,0.43
2003,7,8,-5.89,38,0.53,0.4
2003,7,9,-10.68,2,0.58,0.38
2003,7,10,-6.64,0,0.64,0.36
2003,7,11,-5.14,0,0.7,0.34
2003,7,12,-3.49,0,0.77,0.32
2003,7,13,-2.93,0,0.84,0.3
2003,7,14,-2.55,0,0.91,0.28
2003,7,15,-10.22,0,0.98,0.26
2003,7,16,-7.5,0,1.06,0.25
2003,7,17,-3.07,0,1.13,0.23
2003,7,18,2.07,8,1.21,0.22
2003,7,19,3.4,0,1.3,0.77
2003,7,20,1.97,0,1.38,0.98
2003,7,21,-1.49,0,1.47,0.89
2003,7,22,-2.86,0,1.56,0.77
2003,7,23,-7.42,0,1.66,0.66
2003,7,24,-7.85,0,1.75,0.57
2003,7,25,-10.48,6,1.85,0.48
2003,7,26,-8.88,21,1.95,0.42
2003,7,27,-7.49,0,2.05,0.39
2003,7,28,-6.73,3,2.16,0.37
2003,7,29,-4.03,1,2.27,0.35
2003,7,30,-1.99,1,2.38,0.33
2003,7,31,2.81,1,2.49,0.31
2003,8,1,-0.11,0,2.6,0.48
2003,8,2,-4.36,0,2.72,0.46
2003,8,3,-1.63,0,2.84,0.39
2003,8,4,-2.35,0,2.96,0.36
2003,8,5,-7.82,0,3.08,0.34
2003,8,6,-6.08,0,3.21,0.32
2003,8,7,-3.6,11,3.33,0.3
2003,8,8,-5.17,14,3.46,0.28
2003,8,9,-1.55,6,3.59,0.27
2003,8,10,0.48,0,3.73,0.25
2003,8,11,0.85,0,3.86,0.25
2003,8,12,4.61,0,4,0.26
2003,8,13,1.16,10,4.14,0.83
2003,8,14,-0.81,3,4.28,0.89
2003,8,15,0.05,0,4.42,0.77
2003,8,16,0.85,0,4.56,0.72
2003,8,17,3.15,0,4.71,0.85
2003,8,18,3.6,0,4.85,1.05
2003,8,19,4.82,0,5,1.34
2003,8,20,3.74,0,5.15,1.57
2003,8,21,1.06,0,5.3,1.55
2003,8,22,-5.54,0,5.45,1.4
2003,8,23,-5.01,0,5.61,1.24
2003,8,24,-3.29,0,5.76,1.09
2003,8,25,-0.65,0,5.92,0.96
2003,8,26,0.4,0,6.07,0.87
2003,8,27,-2.83,0,6.23,0.77
2003,8,28,-0.94,0,6.39,0.68
2003,8,29,2.34,0,6.55,0.6
2003,8,30,1.91,0,6.71,0.78
2003,8,31,3.99,0,6.88,1
2003,9,1,3.98,0,7.04,1.2
2003,9,2,5.1,0,7.21,1.48
2003,9,3,5.14,0,7.37,1.78
2003,9,4,5.97,0,7.54,2.15
2003,9,5,3.94,0,7.7,2.37
2003,9,6,-0.99,0,7.87,2.21
2003,9,7,-5.14,10,8.04,1.97
2003,9,8,-7.81,0,8.21,1.76
2003,9,9,-5.46,0,8.38,1.57
2003,9,10,0.96,13,8.55,1.46
2003,9,11,3.18,0,8.72,1.52
2003,9,12,4.84,0,8.89,1.72
2003,9,13,6.22,0,9.06,2.04
2003,9,14,2.72,0,9.23,2.15
2003,9,15,3.41,0,9.4,2.22
2003,9,16,4.95,0,9.57,2.42
2003,9,17,5.6,0,9.74,2.69
2003,9,18,0.25,3,9.91,2.55
2003,9,19,2.25,3,10.09,2.55
2003,9,20,5.49,0,10.26,2.76
2003,9,21,6.29,0,10.43,3.07
2003,9,22,7.32,2,10.6,3.54
2003,9,23,6.18,0,10.77,3.89
2003,9,24,6,0,10.94,4.17
2003,9,25,4.59,0,11.11,4.31
2003,9,26,-0.03,0,11.28,3.99
2003,9,27,-1.4,39,11.45,3.58
2003,9,28,-3.27,11,11.62,3.21
2003,9,29,3.17,0,11.79,3.1
2003,9,30,6.86,0,11.96,3.31
2003,10,1,5.29,0,12.13,3.49
2003,10,2,7.05,0,12.3,3.77
2003,10,3,7.8,0,12.46,4.15
2003,10,4,6.04,0,12.63,4.4
2003,10,5,6.65,0,12.79,4.66
2003,10,6,7.08,0,12.96,4.96
2003,10,7,6.08,0,13.12,5.01
2003,10,8,5.26,0,13.29,4.61
2003,10,9,4.39,0,13.45,4.14
2003,10,10,6.41,1,13.61,3.75
2003,10,11,7.73,1,13.77,3.4
2003,10,12,9.21,0,13.93,3.06
2003,10,13,10.62,0,14.08,2.75
2003,10,14,11.96,0,14.24,2.47
2003,10,15,11.36,0,14.39,2.22
2003,10,16,9.98,0,14.55,1.99
2003,10,17,7.8,0,14.7,1.79
2003,10,18,7.8,0,14.85,1.6
2003,10,19,8.4,0,15,1.44
2003,10,20,9.56,0,15.15,1.29
2003,10,21,8.44,0,15.29,1.15
2003,10,22,8.21,0,15.44,1.03
2003,10,23,7.19,0,15.58,0.92
2003,10,24,5.32,0,15.72,0.84
2003,10,25,3.44,0,15.86,0.79
2003,10,26,4.33,0,16,0.75
2003,10,27,7.19,0,16.14,0.71
2003,10,28,10.34,0,16.27,0.67
2003,10,29,12.26,0,16.41,0.63
2003,10,30,10.66,0,16.54,0.6
2003,10,31,5.16,0,16.67,0.57
2003,11,1,6.01,0,16.79,0.54
2003,11,2,5.62,0,16.92,0.51
2003,11,3,5.2,0,17.04,0.48
2003,11,4,7.05,0,17.16,0.45
2003,11,5,8.79,0,17.28,0.43
2003,11,6,10.16,0,17.4,0.41
2003,11,7,10.97,0,17.51,0.38
2003,11,8,9.8,0,17.62,0.36
2003,11,9,10.53,0,17.73,0.34
2003,11,10,10.77,0,17.84,0.32
2003,11,11,8.16,0,17.95,0.3
2003,11,12,8.3,0,18.05,0.29
2003,11,13,10.49,0,18.15,0.27
2003,11,14,9.71,0,18.25,0.25
2003,11,15,6.5,0,18.34,0.24
2003,11,16,1.69,0,18.44,0.23
2003,11,17,2.04,4,18.53,0.21
2003,11,18,8.13,0,18.62,0.2
2003,11,19,11.46,0,18.7,0.19
2003,11,20,13.48,0,18.79,0.18
2003,11,21,13.68,0,18.87,0.17
2003,11,22,12.82,0,18.94,0.16
2003,11,23,12.34,0,19.02,0.15
2003,11,24,11.9,0,19.09,0.14
2003,11,25,10.07,0,19.16,0.13
2003,11,26,9.46,0,19.23,0.12
2003,11,27,9.71,0,19.3,0.11
2003,11,28,9.49,0,19.36,0.1
2003,11,29,9.75,0,19.42,0.1
2003,11,30,10.42,0,19.47,0.09
2003,12,1,10.34,0,19.53,0.08
2003,12,2,9.07,0,19.58,0.08
2003,12,3,8.53,0,19.63,0.07
2003,12,4,7.37,0,19.67,0.07
2003,12,5,9.89,0,19.71,0.06
2003,12,6,9.09,0,19.75,0.06
2003,12,7,5.5,0,19.79,0.06
2003,12,8,5.52,0,19.82,0.06
2003,12,9,8.98,0,19.85,0.06
2003,12,10,7.31,0,19.88,0.06
2003,12,11,8.97,0,19.91,0.06
2003,12,12,9.25,0,19.93,0.06
2003,12,13,9.15,0,19.95,0.06
2003,12,14,8.05,0,19.96,0.06
2003,12,15,8.29,0,19.98,0.06
2003,12,16,10.78,0,19.99,0.06
2003,12,17,13.03,0,19.99,0.06
2003,12,18,13.41,0,20,0.06
2003,12,19,12.64,0,20,0.06
2003,12,20,12.7,0,20,0.06
2003,12,21,12.21,0,19.99,0.06
2003,12,22,11.68,0,19.99,0.06
2003,12,23,10.97,0,19.98,0.06
2003,12,24,13.08,0,19.96,0.06
2003,12,25,13.83,0,19.95,0.06
2003,12,26,13.22,0,19.93,0.06
2003,12,27,11.07,0,19.91,0.06
2003,12,28,10.61,0,19.88,0.06
2003,12,29,10.39,0,19.85,0.05
2003,12,30,10.93,0,19.82,0.05
2003,12,31,11.59,0,19.79,0.05
2004,1,1,11.92,0,19.75,0.05
2004,1,2,12.53,0,19.71,0.05
2004,1,3,12.14,0,19.67,0.05
2004,1,4,12.89,0,19.63,0.05
2004,1,5,14.59,0,19.58,0.05
2004,1,6,14.25,0,19.53,0.05
2004,1,7,14.27,0,19.47,0.05
2004,1,8,14.94,0,19.42,0.05
2004,1,9,14.57,0,19.36,0.05
2004,1,10,14.19,0,19.3,0.05
2004,1,11,14.41,0,19.23,0.05
2004,1,12,14.8,0,19.16,0.05
2004,1,13,13.33,0,19.09,0.05
2004,1,14,12.52,0,19.02,0.05
2004,1,15,9.01,0,18.94,0.05
2004,1,16,7.22,0,18.87,0.05
2004,1,17,8.97,0,18.79,0.05
2004,1,18,10.27,0,18.7,0.05
2004,1,19,12.1,0,18.62,0.05
2004,1,20,14.01,0,18.53,0.05
2004,1,21,13.68,0,18.44,0.05
2004,1,22,13.02,0,18.34,0.05
2004,1,23,12.64,0,18.25,0.05
2004,1,24,13.8,0,18.15,0.05
2004,1,25,15.42,0,18.05,0.05
2004,1,26,14.76,0,17.95,0.05
2004,1,27,13.96,0,17.84,0.05
2004,1,28,14.08,0,17.73,0.05
2004,1,29,14.44,0,17.62,0.05
2004,1,30,13.49,0,17.51,0.05
2004,1,31,13.45,0,17.4,0.05
2004,2,1,13.3,0,17.28,0.05
2004,2,2,11.78,0,17.16,0.05
2004,2,3,10.61,0,17.04,0.05
2004,2,4,10.52,0,16.92,0.05
2004,2,5,12,0,16.79,0.05
2004,2,6,12.98,0,16.67,0.05
2004,2,7,13.48,0,16.54,0.05
2004,2,8,13.76,0,16.41,0.05
2004,2,9,14.15,0,16.27,0.05
2004,2,10,13.98,0,16.14,0.05
2004,2,11,11.69,0,16,0.05
2004,2,12,12.44,0,15.86,0.05
2004,2,13,13.11,0,15.72,0.05
2004,2,14,12.59,0,15.58,0.05
2004,2,15,11.46,0,15.44,0.05
2004,2,16,11.15,0,15.29,0.05
2004,2,17,11.62,0,15.15,0.05
2004,2,18,12.62,0,15,0.05
2004,2,19,11.38,0,14.85,0.05
2004,2,20,8.42,0,14.7,0.05
2004,2,21,9.7,0,14.55,0.05
2004,2,22,11.23,0,14.39,0.05
2004,2,23,9.25,0,14.24,0.05
2004,2,24,7.7,0,14.08,0.05
2004,2,25,9.59,0,13.93,0.05
2004,2,26,11.7,0,13.77,0.05
2004,2,27,13.01,0,13.61,0.05
2004,2,28,12.34,0,13.45,0.05
2004,2,29,10.86,0,13.29,0.05
2004,3,1,10.59,0,13.12,0.05
2004,3,2,10.44,0,12.96,0.05
2004,3,3,12.48,0,12.79,0.05
2004,3,4,11.85,0,12.63,0.05
2004,3,5,10.87,0,12.46,0.05
2004,3,6,10.71,0,12.3,0.05
2004,3,7,8.94,0,12.13,0.05
2004,3,8,10.16,0,11.96,0.05
2004,3,9,11.33,0,11.79,0.05
2004,3,10,11.3,0,11.62,0.05
2004,3,11,10.28,0,11.45,0.05
2004,3,12,9.81,0,11.28,0.05
2004,3,13,10.13,0,11.11,0.05
2004,3,14,11.98,0,10.94,0.05
2004,3,15,13.03,0,10.77,0.05
2004,3,16,12.14,0,10.6,0.05
2004,3,17,5.35,0,10.43,0.05
2004,3,18,11.06,0,10.26,0.05
2004,3,19,11.7,0,10.09,0.05
2004,3,20,11.64,0,9.91,0.05
2004,3,21,12.61,0,9.74,0.05
2004,3,22,12.61,0,9.57,0.05
2004,3,23,12.73,0,9.4,0.05
2004,3,24,11.82,0,9.23,0.05
2004,3,25,12.87,0,9.06,0.05
2004,3,26,12.21,0,8.89,0.05
2004,3,27,12.11,0,8.72,0.05
2004,3,28,10.54,0,8.55,0.05
2004,3,29,10.09,0,8.38,0.05
2004,3,30,8.75,0,8.21,0.05
2004,3,31,4.94,0,8.04,0.05
2004,4,1,8.96,0,7.87,0.05
2004,4,2,10.81,0,7.7,0.05
2004,4,3,10.82,0,7.54,0.05
2004,4,4,10.8,0,7.37,0.05
2004,4,5,10.4,0,7.21,0.05
2004,4,6,10.61,0,7.04,0.05
2004,4,7,9.46,0,6.88,0.04
2004,4,8,10.43,0,6.71,0.04
2004,4,9,9.98,0,6.55,0.04
2004,4,10,10.87,0,6.39,0.04
2004,4,11,11.11,0,6.23,0.04
2004,4,12,10.91,0,6.07,0.04
2004,4,13,10.99,0,5.92,0.04
2004,4,14,6.7,0,5.76,0.04
2004,4,15,7.73,0,5.61,0.04
2004,4,16,6.77,0,5.45,0.04
2004,4,17,6.99,0,5.3,0.04
2004,4,18,6.86,0,5.15,0.04
2004,4,19,5.13,0,5,0.04
2004,4,20,2.89,0,4.85,0.04
2004,4,21,-1.59,15,4.71,0.04
2004,4,22,-3.03,0,4.56,0.04
2004,4,23,-2.86,0,4.42,0.04
2004,4,24,0.19,0,4.28,0.04
2004,4,25,1.48,0,4.14,0.04
2004,4,26,2.72,0,4,0.04
2004,4,27,5.57,0,3.86,0.04
2004,4,28,6.04,0,3.73,0.04
2004,4,29,3.41,0,3.59,0.05
2004,4,30,3.67,0,3.46,0.05
2004,5,1,6.11,0,3.33,0.04
2004,5,2,5.44,0,3.21,0.04
2004,5,3,-0.52,0,3.08,0.04
2004,5,4,-1.74,0,2.96,0.04
2004,5,5,1.4,0,2.84,0.04
2004,5,6,2.09,0,2.72,0.04
2004,5,7,4.77,0,2.6,0.04
2004,5,8,7.09,0,2.49,0.04
2004,5,9,5.98,0,2.38,0.04
2004,5,10,6.79,0,2.27,0.04
2004,5,11,5.26,0,2.16,0.04
2004,5,12,-0.57,4,2.05,0.04
2004,5,13,-2.59,2,1.95,0.04
2004,5,14,-1.82,2,1.85,0.04
2004,5,15,1.76,0,1.75,0.04
2004,5,16,1.89,0,1.66,0.04
2004,5,17,1.93,0,1.56,0.06
2004,5,18,3.72,0,1.47,0.06
2004,5,19,3.71,1,1.38,0.05
2004,5,20,1.38,0,1.3,0.05
2004,5,21,-3.3,0,1.21,0.05
2004,5,22,-5.66,5,1.13,0.04
2004,5,23,-8.32,0,1.06,0.04
2004,5,24,-4.8,0,0.98,0.04
2004,5,25,-3.94,0,0.91,0.04
2004,5,26,-1.36,0,0.84,0.04
2004,5,27,-1.12,0,0.77,0.04
2004,5,28,-0.04,0,0.7,0.04
2004,5,29,-1.25,1,0.64,0.04
2004,5,30,-0.29,0,0.58,0.04
2004,5,31,-1.11,0,0.53,0.04
2004,6,1,-2.53,1,0.47,0.04
2004,6,2,-0.29,0,0.42,0.04
2004,6,3,2.76,0,0.37,0.04
2004,6,4,3.44,0,0.33,0.04
2004,6,5,3.05,0,0.29,0.06
2004,6,6,-1.85,0,0.25,0.06
2004,6,7,-0.32,1,0.21,0.06
2004,6,8,0.22,0,0.18,0.05
2004,6,9,-4.29,20,0.15,0.05
2004,6,10,-11.06,9,0.12,0.04
2004,6,11,-14.61,2,0.09,0.04
2004,6,12,-8.15,0,0.07,0.04
2004,6,13,-2.22,0,0.05,0.04
2004,6,14,-0.38,1,0.04,0.04
2004,6,15,2.47,0,0.02,0.04
2004,6,16,1.81,4,0.01,0.04
2004,6,17,-0.95,4,0.01,0.11
2004,6,18,5.69,2,0,0.12
2004,6,19,4.59,0,0,0.48
2004,6,20,-3.48,0,0,0.51
2004,6,21,-2.78,0,0.01,0.42
2004,6,22,-1.64,8,0.01,0.34
2004,6,23,-1.69,0,0.02,0.28
2004,6,24,-0.08,0,0.04,0.26
2004,6,25,-2.4,7,0.05,0.24
2004,6,26,-1.69,0,0.07,0.23
2004,6,27,1.94,0,0.09,0.21
2004,6,28,-0.67,0,0.12,0.26
2004,6,29,2.31,0,0.15,0.25
2004,6,30,3.02,0,0.18,0.5
2004,7,1,2.45,0,0.21,0.66
2004,7,2,5.44,0,0.25,0.64
2004,7,3,3.89,0,0.29,0.55
2004,7,4,2,0,0.33,0.47
2004,7,5,1.75,0,0.37,0.4
2004,7,6,4.93,0,0.42,0.37
2004,7,7,2.94,2,0.47,0.35
2004,7,8,2.68,0,0.53,0.36
2004,7,9,0.17,1,0.58,0.35
2004,7,10,-2.19,0,0.64,0.33
2004,7,11,2.06,0,0.7,0.31
2004,7,12,-0.3,48,0.77,0.3
2004,7,13,-4,0,0.84,0.29
2004,7,14,-4.13,8,0.91,0.27
2004,7,15,-0.38,0,0.98,0.26
2004,7,16,-0.94,0,1.06,0.24
2004,7,17,1.34,1,1.13,0.23
2004,7,18,1.29,0,1.21,0.38
2004,7,19,1.12,1,1.3,0.47
2004,7,20,-0.08,0,1.38,0.42
2004,7,21,-6.55,0,1.47,0.35
2004,7,22,-4.32,1,1.56,0.32
2004,7,23,-3.92,0,1.66,0.3
2004,7,24,-3.86,2,1.75,0.29
2004,7,25,1.69,0,1.85,0.27
2004,7,26,5.96,0,1.95,0.75
2004,7,27,-2.38,0,2.05,0.79
